Battery Capacity (kWh),Energy Consumed (kWh),Charging Rate (kW),Charging Cost (USD),Time of Day,Day of Week,State of Charge (Start %),State of Charge (End %),Distance Driven (since last charge) (km),Temperature (°C),Vehicle Age (years),Vehicle Model_BMW i3,Vehicle Model_Chevy Bolt,Vehicle Model_Hyundai Kona,Vehicle Model_Nissan Leaf,Vehicle Model_Tesla Model 3,Charging Station Location_Chicago,Charging Station Location_Houston,Charging Station Location_Los Angeles,Charging Station Location_New York,Charging Station Location_San Francisco,User Type_Casual Driver,User Type_Commuter,User Type_Long-Distance Traveler,Charging Efficiency (kWh/h),Energy per Charge %,Distance per kWh,Total Charge Gained,Charger Efficiency,Temperature Adjusted Consumption,Charger Type_DC Fast Charger,Charger Type_Level 1,Charger Type_Level 2,Charging Duration (hours)
40,18.49567894851343,1.4392789154618635,2.774351842277014,16,0,52.36114045984147,100.0,115.36928650031346,23.656367153072566,4,0,0,0,1,0,1,0,0,0,0,1,0,0,1.410319427356666,47.63885954015853,6.237634575160386,18.49567894851343,0.9798791688017577,17.819409018702228,0,1,0,13.11453177893147
40,11.637973277262535,1.770282361629755,1.7456959915893802,1,6,47.87023875740238,78.38633540329029,74.56449789266914,35.0,4,0,0,0,1,0,1,0,0,0,0,0,1,0,1.749472297864321,30.516096645887906,6.407000266820347,11.637973277262535,0.988244777095177,9.892277285673154,0,1,0,6.652276398700147
75,9.836662031997564,1.4474542206336731,1.4754993047996345,11,4,12.990521666976493,26.7374184952129,56.664391974316615,19.167140287334867,4,0,0,0,0,1,1,0,0,0,0,0,1,0,1.6031047470952293,13.746896828236407,5.76053053261296,9.836662031997564,1.05,9.9185876271331,0,1,0,6.136007051205642
64,21.5840887411067,1.697041390284856,7.554431059387345,9,1,64.23479981562248,100.0,115.79882461015038,3.391636714144793,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1.8522811869508868,35.76520018437752,5.3650087339389305,21.5840887411067,1.05,25.168852611171072,0,1,0,11.652706345647834
42,11.602943125041824,1.7513201029291143,4.061030093764638,17,5,64.56341152050376,94.24065552473293,63.48951594519569,21.66013192101398,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1.7247005141065455,29.677244004229166,5.4718458291992045,11.602943125041824,0.984800272218627,11.410318962445906,0,1,0,6.727511837643621
40,8.38152485575525,3.7461521503801642,2.514457456726575,21,2,56.81278380580614,78.91068293738134,47.471948132235234,24.882103771209565,7,0,0,0,1,0,0,0,1,0,0,0,1,0,3.4455357776141646,22.097899131575197,5.663879657845098,8.38152485575525,0.9197532933264622,7.972330114687556,0,0,1,2.4325751919949514
40,10.816985578313822,1.515397326963266,1.2980382693976587,10,3,10.42175222881715,40.07847932995942,67.55124372298808,10.657180544832503,3,0,0,0,1,0,0,1,0,0,0,0,1,0,1.411854370398281,29.656727101142273,6.244923156634006,10.816985578313822,0.9316727337955144,11.827597011387189,0,1,0,7.661544848469304
40,12.311540252921478,6.887987259368105,3.939692880934873,15,0,13.436815064657402,44.33458088087598,71.61505991161755,12.835904591284834,4,0,0,0,1,0,0,0,0,0,1,0,1,0,6.281703698310717,30.89776581621858,5.816904988360298,12.311540252921478,0.9119795757123675,13.193550742923145,0,0,1,1.9599046443773385
40,12.632024442732597,111.63144922328964,4.042247821674431,16,0,23.513422136109384,56.02189009700295,64.5782748327359,12.020974170029664,4,0,0,0,1,0,0,0,0,0,1,0,1,0,111.01345866761736,32.50846796089357,5.1122664562202305,12.632024442732597,0.9944640102769234,13.639936935866398,1,0,0,0.11378822526873816
64,17.611216077899506,4.411258269598967,5.635589144927842,18,3,17.880964488694403,45.529913034907466,106.40930865659456,13.74908906509049,3,0,0,1,0,0,0,0,0,0,1,1,0,0,4.171062671728275,27.648948546213063,6.042132933121449,17.611216077899506,0.9455494139787627,18.712077509483468,0,0,1,4.22223722440553
64,20.21330147340087,6.055515153247624,6.06399044202026,17,4,33.93016178222376,68.16037390778604,136.61612791866594,16.622695085775632,5,0,0,1,0,0,0,0,1,0,0,0,1,0,5.6695329725953805,34.230212125562275,6.758724105433352,20.21330147340087,0.9362593981050088,20.895966297389023,0,0,1,3.5652498311774856
64,21.90375823233554,1.6983882099808447,7.666315381317439,2,3,65.35738348526738,100.0,143.72675996827934,11.112791132051978,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1.6495510546854528,34.64261651473262,6.561739699815621,21.90375823233554,0.9712449986355342,23.85039097637356,0,1,0,13.278617942814927
42,10.089423255408903,1.650787849958974,3.026826976622671,20,1,38.3236260518199,62.81434953576355,66.44269084225202,8.1132980691822,4,1,0,0,0,0,0,0,1,0,0,0,1,0,1.7057999303923033,24.490723483943647,6.585380468267335,10.089423255408903,1.0333247427491643,11.288722924317973,0,1,0,5.9147752767749955
42,15.862823635551647,1.8880934874940418,5.0761035633765275,15,3,10.804157585929936,49.8328161147279,103.60175774528466,19.395003085400138,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1.8994986721949887,39.02865852879796,6.531104431691035,15.862823635551647,1.0060405826175929,15.958793229115152,0,1,0,8.351058027969648
42,18.50585395935876,1.7417268887037545,2.220702475123051,5,0,26.96474137472572,72.742843647695,105.16350287833012,16.538703681090393,4,1,0,0,0,0,0,1,0,0,0,0,1,0,1.6253768630786456,45.77810227296928,5.682715486098762,18.50585395935876,0.9331984673488621,19.14639640123683,0,1,0,11.385577326544812
40,10.52366557642767,1.5877205548339561,1.5785498364641504,11,3,12.675694502377691,40.91486553277517,68.16545365341759,14.510065839065467,4,0,0,0,1,0,1,0,0,0,0,0,1,0,1.6543760522189455,28.239171030397475,6.477348900757907,10.52366557642767,1.0419818822538076,11.10140788789048,0,1,0,6.361108505114491
64,17.426553218960052,1.8000367160384338,6.099293626636018,10,2,12.177257356810129,39.9154908120863,93.36607765412788,18.665517733772113,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1.6594044670567365,27.738233455276166,5.357690444060148,17.426553218960052,0.9218725664156426,17.659107481281836,0,1,0,10.501691157834049
64,20.726790941025126,1.8422916464605938,7.254376829358794,14,5,26.543191185733136,60.62787059992432,130.24485494885346,5.838594355532447,2,0,0,1,0,0,0,0,0,1,0,0,0,1,1.9475339088687256,34.084679414191186,6.283889065096716,20.726790941025126,1.05,23.661995883264446,0,1,0,10.642582830850328
75,22.896928457830303,1.4626102797584157,6.869078537349091,14,1,26.536740320736726,60.193010697636254,143.2162443648568,20.10562338397408,3,0,0,0,0,1,0,0,1,0,0,0,0,1,1.3930904907121182,33.65627037689953,6.254823420032989,22.896928457830303,0.9524686856038094,22.872743947167017,0,1,0,16.436066867505414
60,23.61569270952609,4.242046018027486,8.26549244833413,15,3,57.22759615609624,99.49116984914733,121.52696015088854,14.674494397683498,2,0,1,0,0,0,0,0,0,1,0,0,0,1,4.134097107416442,42.263573693051086,5.146025638361522,23.61569270952609,0.9745526309350977,24.87334774779775,0,0,1,5.712418478791965
64,18.477640332784294,1.5081135045638898,5.912844906490974,9,0,68.4900791668667,97.54941451799841,120.4436573958445,19.915915744902236,4,0,0,1,0,0,0,0,0,0,1,1,0,0,1.4364081693077857,29.059335351131708,6.518346240463677,18.477640332784294,0.9524536216676612,18.49317711901776,0,1,0,12.86378115051294
40,19.640253987679888,6.0574836947302,6.284881276057564,11,6,32.2724256333999,82.11734361897754,132.0973352934935,21.19719284335174,2,0,0,0,1,0,0,0,0,0,1,1,0,0,6.1343500795364525,49.844917985577645,6.725846589171234,19.640253987679888,1.0126894909965871,19.40512227252328,0,0,1,3.201684568540963
60,7.413878440005588,5.7312463536971485,2.2241635320016764,12,5,35.73321273166232,48.11207548635355,41.3794319056949,27.04921022628942,8,0,1,0,0,0,0,0,1,0,0,0,1,0,5.274825161192211,12.378862754691227,5.581347501249793,7.413878440005588,0.920362663836548,6.891258562848047,0,0,1,1.4055211714979214
42,4.094997262982826,5.790268789384776,1.3103991241545043,3,1,60.68736617716129,70.81408012038935,26.872614066839272,18.82363533591129,4,1,0,0,0,0,0,0,0,0,1,1,0,0,5.640818460413906,10.126713943228062,6.562303303535071,4.094997262982826,0.9741893970026304,4.143169363779956,0,0,1,0.7259579955853335
60,19.7570828477765,1.8703866498447503,2.3708499417331796,6,0,26.088341205730803,61.69627366811575,103.69170542747062,26.53375064043461,4,0,1,0,0,0,0,1,0,0,0,0,1,0,1.9530817708314752,35.60793246238495,5.248330749351506,19.7570828477765,1.0442128481795938,18.466204320678706,0,1,0,10.115850315558175
60,12.060498405018276,6.370872671387032,3.6181495215054826,21,4,19.382908264206876,41.32030475868194,74.53318238130888,15.424694870959277,1,0,1,0,0,0,0,0,1,0,0,1,0,0,6.1992102526825015,21.937396494475067,6.179942144869918,12.060498405018276,0.9730551170053195,12.61230300713095,0,0,1,1.9454894919557693
75,13.515303144490073,3.973366620693598,1.6218363773388087,1,2,61.185377404219025,80.80067295219837,80.74264232799474,15.806579893084614,3,0,0,0,0,1,0,1,0,0,0,0,1,0,4.150323336564544,19.615295547979343,5.974164357601698,13.515303144490073,1.0445357131026727,14.082056584061688,0,0,1,3.256445835296642
75,15.204644646755776,1.5737535412125905,2.2806966970133664,14,4,12.79003518640393,35.26599838657515,92.48471968933089,17.272574617410598,3,0,0,0,0,1,1,0,0,0,0,0,1,0,1.6415042003615363,22.47596320017122,6.0826623599562,15.204644646755776,1.0430503616828994,15.619339984183915,0,1,0,9.26262914429765
40,7.603410907102537,93.53936461757357,0.9124093088523044,7,2,47.18196641196494,67.42386901616311,51.45356934782351,24.192999205425696,3,0,0,0,1,0,0,1,0,0,0,0,1,0,95.45615257629466,20.241902604198167,6.7671693633918215,7.603410907102537,1.0204917786918661,7.2845999481824775,1,0,0,0.07965343984533009
75,7.742584304573645,89.59615887476049,1.1613876456860468,6,3,43.71957084800841,54.95117283442632,51.63039711713014,23.047672616183306,7,0,0,0,0,1,1,0,0,0,0,0,1,0,83.6967058746481,11.231601986417914,6.668367445044336,7.742584304573645,0.934155067871171,7.506615682938247,1,0,0,0.09250763484251881
75,34.48994438563102,1.7346543045809395,5.173491657844653,14,1,30.755226850101657,79.61654854572521,224.63820138399882,19.080575038894352,3,0,0,0,0,1,1,0,0,0,0,0,0,1,1.7345509689171965,48.86132169562355,6.513150583031562,34.48994438563102,0.9999404286701563,34.807053543383965,0,1,0,19.884076630600003
60,11.224449135819853,1.8459465516282811,1.3469338962983823,22,3,28.911371265841538,47.741190803952804,62.77449654285503,8.178117267163827,2,0,1,0,0,0,0,1,0,0,0,0,1,0,1.78217985617326,18.829819538111266,5.592657223821067,11.224449135819853,0.9654558278522347,12.55139035006332,0,1,0,6.29815733633151
75,27.839796730350802,80.60514635227881,8.35193901910524,13,2,56.311463570897274,95.67265407446953,187.6756848244115,22.904473406130606,1,0,0,0,0,1,0,0,1,0,0,0,0,1,82.38519817769328,39.36119050357226,6.741273531634965,27.839796730350802,1.0220836001914182,27.031197237996945,1,0,0,0.33792231306289117
64,25.606173410539007,5.541945404758387,8.193975491372482,7,2,15.18547664575279,55.689332433519795,135.08572238151362,11.108762921736233,3,0,0,1,0,0,0,0,0,0,1,1,0,0,5.816965190323423,40.50385578776701,5.275513846434975,25.606173410539007,1.0496251344029661,27.88287899514137,0,0,1,4.401981544110857
75,33.982087672876425,1.7947047109567928,10.874268055320456,11,2,24.207058558683123,71.3773544789723,225.5048819833396,10.67282084960224,3,0,0,0,0,1,0,0,0,0,1,0,0,1,1.6451174212022959,47.17029592028917,6.635992589805818,33.982087672876425,0.9166507510448618,37.15165786917084,0,1,0,20.656329593811854
75,7.782833211993952,1.6081090294226745,1.1674249817990927,12,5,53.946923910285385,65.16890219402059,44.28967657910435,8.892119280498537,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1.5754711755879076,11.221978283735204,5.690688130236494,7.782833211993952,0.9797042033608354,8.647341041779985,0,1,0,4.940003557405413
64,26.874166495688517,4.122037075077395,4.031124974353277,10,0,42.899235023585454,87.78116856146576,139.65940402964338,17.334650313583715,3,0,0,1,0,0,1,0,0,0,0,1,0,0,3.792854240163755,44.88193353788031,5.19679016099157,26.874166495688517,0.9201407389312578,27.590457008108338,0,0,1,7.08547304853145
42,11.861236947642668,5.257318571475869,3.5583710842928005,16,1,17.679292512015184,48.76833974560719,74.78323165972786,27.6937943877655,5,1,0,0,0,0,0,0,1,0,0,1,0,0,5.588833650179844,31.08904723359201,6.304842571633346,11.861236947642668,1.05,10.94865776504537,0,0,1,2.1223098932745983
60,19.769261850154887,3.7043233267492055,6.91924164755421,16,3,62.92813685692361,98.22990125555671,109.05325567020363,10.27711564495829,4,0,1,0,0,0,0,0,0,1,0,0,1,0,3.9858055682830176,35.301764398633104,5.516303870968719,19.769261850154887,1.05,21.69140431769083,0,0,1,4.959916260709871
64,22.160058192319227,6.9868187798084245,2.659206983078307,23,3,33.60687079381549,69.38568187865684,122.73188736246017,31.4286076253927,4,0,0,1,0,0,0,1,0,0,0,1,0,0,6.522637978297504,35.77881108484135,5.538428026556337,22.160058192319227,0.93356335463396,19.62747209196037,0,0,1,3.397407347464545
75,27.4394374566678,3.7768384592214,4.1159156185001695,3,4,59.67210251933037,100.0,155.0571027667504,25.278481779628578,5,0,0,0,0,1,1,0,0,0,0,1,0,0,3.644951563811467,40.32789748066963,5.650884899211789,27.4394374566678,0.9650800803810069,25.991051750085013,0,0,1,7.528066416327031
75,16.111495755359613,5.122289846427139,5.155678641715077,20,2,57.26278093166252,80.59907381802694,84.01553070267018,6.283183493995006,2,0,0,0,0,1,0,0,0,0,1,0,1,0,5.464850153734634,23.33629288636442,5.21463258150453,16.111495755359613,1.05,18.321480064495077,0,0,1,2.9482044890744437
42,15.493693787649388,1.6649406305442631,4.648108136294816,7,6,47.465526788303684,86.78757438270341,83.95767503765128,14.93779854257343,3,1,0,0,0,0,0,0,1,0,0,0,1,0,1.7454550873072416,39.32204759439973,5.418828859556856,15.493693787649388,1.0483587554330143,16.278015780376986,0,1,0,8.876592643556304
64,19.895821464789044,1.8926519161436426,2.387498575774685,4,2,39.66886787770558,70.81199226659346,101.65275227353217,9.677997864073559,3,0,0,1,0,0,0,1,0,0,0,0,1,0,1.785297027903089,31.143124388887884,5.109251329654008,19.895821464789044,0.9432780600992424,21.949468581344682,0,1,0,11.14426403776495
64,19.555288752919985,4.114280747478585,5.866586625875995,15,2,68.77305042290541,100.0,115.41017387723416,23.31964366188573,4,0,0,1,0,0,0,0,1,0,0,0,0,1,4.15259372328889,31.226949577094587,5.901737137990415,19.555288752919985,1.0093121928623332,18.906122849270226,0,0,1,4.7091745679931405
60,28.97961208411549,61.443151861235854,3.477553450093859,3,6,18.697904342789023,68.31974565359437,152.19106030542142,10.094693218636726,1,0,1,0,0,0,0,1,0,0,0,0,1,0,59.4165656220292,49.621841310805344,5.251659679352349,28.97961208411549,0.9670168899573458,31.850131565096156,1,0,0,0.48773623619489465
42,6.901810825400669,3.532212744131411,0.8282172990480803,21,3,53.509343653066885,71.53538434921734,43.680005660611045,5.031044183550563,2,1,0,0,0,0,0,1,0,0,0,0,1,0,3.6653743104530943,18.026040696150453,6.328774689079558,6.901810825400669,1.0376991919705074,7.934939838389819,0,0,1,1.8829757183919105
64,31.16519232535505,4.075614316416418,4.674778848803258,14,4,21.47144208788734,71.25738775028725,172.160297511856,15.394193786103294,3,0,0,1,0,0,1,0,0,0,0,1,0,0,4.174782130577066,49.78594566239991,5.524121132144967,31.16519232535505,1.024331991808254,32.60060069004911,0,0,1,7.465106285929032
75,9.975459825231887,1.5036364895338337,2.992637947569566,11,0,30.295786319940902,43.88827249125186,67.81749984739348,27.355152589570068,2,0,0,0,0,1,0,0,1,0,0,0,1,0,1.3692544214251288,13.59248617131096,6.798433459263318,9.975459825231887,0.9106286199862262,9.241749533574822,0,1,0,7.2853223397660205
64,6.201668324716105,5.833149483857442,1.8605004974148316,4,6,28.521924602391714,38.61462651858427,41.35429297294418,16.459870209259574,3,0,0,1,0,0,0,0,1,0,0,1,0,0,6.143239204795176,10.092701916192553,6.668252929317574,6.201668324716105,1.05,6.421215432602293,0,0,1,1.0095111256412288
64,7.5232874621687005,4.312915124448182,2.4074519878939844,22,5,66.82215926432337,78.58863671143662,42.28835075813615,21.187550906853456,5,0,0,1,0,0,0,0,0,0,1,0,0,1,4.307353145261137,11.766477447113246,5.620993610942775,7.5232874621687005,0.9987103898345888,7.433944593686524,0,0,1,1.7466149647947182
40,8.829633889966258,1.4102604073646625,2.8254828447892026,15,1,68.04137066729652,91.71266685676699,57.479043137675404,21.497848780376327,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1.3193808369999673,23.671296189470468,6.509787818382021,8.829633889966258,0.9355583054802475,8.697379326433703,0,1,0,6.692255672019039
64,22.469663691652677,1.8133091727512443,3.3704495537479016,13,6,20.98092665408363,56.297179881221,147.0828419931619,5.901795258071402,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1.9130869036959999,35.316253227137366,6.545840828396651,22.469663691652677,1.05,25.637482883724665,0,1,0,11.745239407703997
75,9.489276346893153,4.852704093714677,1.4233914520339728,9,0,11.322109617850252,24.083291253364237,65.2464954114247,10.80500698276277,1,0,0,0,0,1,1,0,0,0,0,1,0,0,4.936412060528755,12.761181635513985,6.875813605405939,9.489276346893153,1.0172497570833752,10.361814644376322,0,0,1,1.9223023180679786
75,6.911782628976802,1.5768483432903668,2.4191239201418804,6,3,53.200482379786784,63.427114960969476,42.68794347255959,18.051713497580778,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1.5413687212033418,10.226632581182692,6.176111976322232,6.911782628976802,0.9774996611196034,7.046443957013714,0,1,0,4.484185084267699
60,26.923556511524254,4.6191724079213285,8.615538083687762,12,5,35.079396032229056,82.56303717058086,141.28239456841072,13.541160130756893,1,0,1,0,0,0,0,0,0,0,1,0,1,0,4.636617075539931,47.4836411383518,5.247538322358592,26.923556511524254,1.0037765785898545,28.662505913708785,0,0,1,5.806724185518172
64,27.378492869009936,1.8876866385732103,3.285419144281192,19,5,15.330414705253864,58.207480142851054,171.50728485917858,31.635636403153264,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1.9031008931049616,42.87706543759719,6.264307012067485,27.378492869009936,1.0081656850330847,24.192830986108696,0,1,0,14.386254017432135
64,24.683194756861045,4.129427044044341,7.404958427058313,4,5,51.02524633462255,93.3925731801838,153.65198758685878,8.173420839352879,3,0,0,1,0,0,0,0,1,0,0,1,0,0,4.246188976696962,42.36732684556125,6.224963547076864,24.683194756861045,1.0282755770733425,27.602372324157916,0,0,1,5.813023134938682
60,25.99497296297919,1.8491190319766175,3.8992459444468786,2,2,42.70633169564198,88.08330271572106,162.44339291289714,10.725919174137198,2,0,1,0,0,0,1,0,0,0,0,0,1,0,1.8176209950746527,45.37697102007908,6.249031039356776,25.99497296297919,0.9829659224975392,28.405767766227065,0,1,0,14.301646511247267
42,13.063429408361557,127.68033321398879,3.919028822508467,14,1,68.83100932006636,100.0,73.84576586841463,20.324354075837967,5,1,0,0,0,0,0,0,1,0,0,1,0,0,124.58142756256265,31.168990679933643,5.652862166587581,13.063429408361557,0.9757291857452122,13.021057642631321,1,0,0,0.10485856249962562
40,5.418411264147217,3.7829758353474583,1.625523379244165,3,3,23.644569751682738,37.82073494160599,36.018473032392826,12.976853297733685,5,0,0,0,1,0,0,0,1,0,0,0,0,1,3.6704475901481923,14.176165189923253,6.6474232531445985,5.418411264147217,0.9702540407084227,5.798954236160399,0,0,1,1.4762262996727469
64,15.270683754296334,7.15089767555314,5.344739314003717,14,3,34.238672579592894,60.20268010254182,104.25372044543289,-5.134660791601654,2,0,0,1,0,0,0,0,0,1,0,0,1,0,7.823109109289463,25.964007522948926,6.82704992931974,15.270683754296334,1.05,19.108918316496936,0,0,1,1.9519967753183107
42,15.665826438485308,4.504054065094339,5.013064460315299,13,5,42.55274820372537,81.47872766231055,86.03487843151902,33.47744983531054,2,1,0,0,0,0,0,0,0,0,1,1,0,0,4.3890314416677,38.925979458585175,5.491882523360672,15.665826438485308,0.9744624239042677,13.554472538951634,0,0,1,3.569312876130312
60,11.715436868815512,3.864756829982926,1.757315530322327,19,3,57.501999307201096,78.71537773886193,61.60766190925856,9.405556910188103,4,0,1,0,0,0,1,0,0,0,0,0,0,1,3.5435436817427006,21.213378431660836,5.258673884645959,11.715436868815512,0.9168865824239595,12.956622160605013,0,0,1,3.306135868784862
75,26.77149408219648,1.8146571170628796,8.031448224658943,18,1,42.93031940320353,80.42657396865303,145.90900809985197,22.487141781454447,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1.799902868483809,37.496254565449505,5.450163059703271,26.77149408219648,0.9918694014200594,26.105649067358566,0,1,0,14.87385489015198
60,5.977945219997054,6.114699474607489,0.8966917829995581,12,1,46.77400965171695,57.753947582423045,39.31690895150472,7.972870630206762,2,0,1,0,0,0,1,0,0,0,0,0,1,0,5.862307124322284,10.979937930706093,6.576993850660293,5.977945219997054,0.958723670503626,6.696920425261472,0,0,1,1.0197256972762474
42,8.974505550396819,5.783709581748234,1.0769406660476182,9,4,23.568823095396446,45.814316730580174,56.70057016253027,11.09572074333608,3,1,0,0,0,0,0,1,0,0,0,1,0,0,5.718821196915562,22.245493635183728,6.317960342675724,8.974505550396819,0.9887808362581965,9.773620586508954,0,0,1,1.569292908691953
64,19.46919819349683,4.0771291956860525,6.81421936772389,20,6,60.81512368531359,92.78033713640049,121.58290797003912,5.016535978550095,3,0,0,1,0,0,0,0,0,1,0,1,0,0,3.807027721875096,31.965213451086903,6.244885216210427,19.46919819349683,0.9337520444295101,22.3863585000842,0,0,1,5.114015346309998
75,25.77509184340225,5.270435630147059,3.09301102120827,4,6,35.717832818228544,71.00142599847823,150.09422732844058,12.07045279789536,3,0,0,0,0,1,0,1,0,0,0,0,1,0,4.853444121143608,35.28359318024968,5.823227643196964,25.77509184340225,0.9208810166244614,27.818939917510654,0,0,1,5.310680663060547
60,19.115954200561916,1.790278013443607,2.867393130084287,22,4,18.457577651306156,51.539204229782584,117.37368589345493,12.845745460411605,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1.9109670894320459,33.08162657847643,6.140090348720585,19.115954200561916,1.05,20.483558221741255,0,1,0,10.0032880243078
40,14.481118840048302,1.55181196907192,2.1721678260072452,19,0,49.85127487032504,87.76152591326222,81.87875731681959,16.939474581240823,3,0,0,0,1,0,1,0,0,0,0,0,1,0,1.5716588657373851,37.910251042937176,5.654173425493861,14.481118840048302,1.0127894983806154,14.924317163068705,0,1,0,9.213907137064444
40,3.970309337959711,4.6532523655056535,1.2704989881471076,19,6,22.96542719111845,33.208977120712014,23.65891510009337,15.019449260988406,1,0,0,0,1,0,0,0,0,0,1,0,1,0,4.755610119473825,10.243549929593563,5.958960142952329,3.970309337959711,1.0219970347464808,4.16805260903251,0,0,1,0.834868552765002
60,7.701566274417102,3.511621352378052,2.3104698823251306,5,1,15.853750614357985,29.891398613458843,50.27207745054298,6.467841384289375,2,0,1,0,0,0,0,0,1,0,0,0,1,0,3.579477417512438,14.037647999100859,6.52751345106718,7.701566274417102,1.0193232864039954,8.743754438565299,0,0,1,2.1515895691190905
40,14.692716197886089,4.144700586087905,4.407814859365827,3,1,61.719214504256335,100.0,100.88364037257134,13.808801373248587,2,0,0,0,1,0,0,0,1,0,0,1,0,0,4.480249614636829,38.280785495743665,6.866234875419832,14.692716197886089,1.05,15.602371441362095,0,0,1,3.2794414288626834
64,21.87802014112029,6.739000812950787,2.625362416934435,1,6,37.60973586930638,74.87968163291282,148.29972333271814,29.576085334198456,1,0,0,1,0,0,0,1,0,0,0,1,0,0,6.34125721587346,37.269945763606444,6.778480062461642,21.87802014112029,0.9409788471440816,19.782962262973488,0,0,1,3.4501076673494877
40,5.763657727059467,94.17464916377071,2.0172802044708136,21,1,54.957022761746586,69.47428846918703,39.0831249915455,28.627124363294502,6,0,0,0,1,0,0,0,0,1,0,0,0,1,103.81338468312751,14.517265707440444,6.780958697123248,5.763657727059467,1.05,5.266419807071413,1,0,0,0.055519408645157274
40,15.845273385106582,7.141667647167406,4.753582015531975,15,4,27.435253588381304,71.11823108432448,92.28291533717959,21.64549623131752,2,0,0,0,1,0,0,0,1,0,0,0,1,0,7.101576961738763,43.68297749594318,5.824002722724803,15.845273385106582,0.9943863692054413,15.584540008712695,0,0,1,2.231233072664891
64,11.8833276098108,1.5978539817868962,3.8026648351394563,17,5,57.21820809505998,76.90745680804265,70.63238152444234,23.304793973921385,7,0,0,1,0,0,0,0,0,0,1,0,1,0,1.5477446984102234,19.689248712982675,5.943821784912223,11.8833276098108,0.9686396354436372,11.490608115060438,0,1,0,7.677834478785062
42,11.862581385072923,1.7575932273901205,1.4235097662087508,4,5,16.71615562129182,45.846550989100756,75.56634823557933,34.48658240908277,8,1,0,0,0,0,0,1,0,0,0,1,0,0,1.8668132109157816,29.130395367808937,6.3701437134641665,11.862581385072923,1.05,10.144098756879822,0,1,0,6.354455451519775
75,11.213332190510876,1.5409595214523644,1.345599862861305,21,3,31.358402427691164,47.16626294307758,75.80151415036961,22.569981276707978,2,0,0,0,0,1,0,1,0,0,0,1,0,0,1.425270278211404,15.807860515386412,6.75994547049231,11.213332190510876,0.9249238921396699,10.925151652719677,0,1,0,7.86751282331003
64,18.222764802370147,1.5819048205704667,5.831284736758447,3,5,68.68370907841171,100.0,97.59365087671536,23.153518884300407,2,0,0,1,0,0,0,0,0,0,1,0,1,0,1.4815868124704163,31.31629092158829,5.355589666833752,18.222764802370147,0.9365840429869393,17.648106473085758,0,1,0,12.299491767198765
60,21.021738687745696,1.4953629937954473,7.357608540710993,12,2,57.63938298208036,94.31355982265107,118.72311463414948,5.48333579109166,6,0,1,0,0,0,0,0,0,1,0,0,0,1,1.5040613628435995,36.67417684057071,5.647635354888952,21.021738687745696,1.0058168946832597,24.07339390391991,0,1,0,13.976649628178535
42,7.4690728821301375,1.5735311842496973,2.390103322281644,18,4,39.83535581888129,58.27985466552674,39.96435239444779,9.098955510094891,3,1,0,0,0,0,0,0,0,0,1,0,1,0,1.6019990494361949,18.444498846645452,5.350644320269397,7.4690728821301375,1.018091707029036,8.28327983999458,0,1,0,4.662345389504939
40,17.286735680764654,1.6736187602103214,6.050357488267628,22,1,30.386648293713105,74.92267896799318,107.20568541710813,17.738477463990375,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1.766699841146827,44.53603067428007,6.20161535392702,17.286735680764654,1.05,17.677679103925563,0,1,0,9.784760986644581
40,9.767776933977817,1.8958864404896247,3.1256886188729016,1,6,62.328142001348596,88.38038297013708,55.20104602534136,11.540462199406022,3,0,0,0,1,0,0,0,0,0,1,0,1,0,1.81251328544343,26.05224096878848,5.651341794397567,9.767776933977817,0.9560241830598972,10.59408571598537,0,1,0,5.3890788069937585
42,8.716562165055825,116.42017130717856,2.789299892817864,12,5,42.69086554507094,64.39146918790061,49.57103790587436,10.016357703814625,0,1,0,0,0,0,0,0,0,0,1,1,0,0,125.67639353932879,21.70060364282967,5.686994134522632,8.716562165055825,1.05,9.58679255213963,1,0,0,0.06935719525026067
64,9.733864472627735,1.499622977204157,1.4600796708941601,10,4,55.505501072146664,71.59868465072807,50.88522421988567,10.94032761414201,6,0,0,1,0,0,1,0,0,0,0,0,1,0,1.447446090762362,16.09318357858141,5.227648727078362,9.733864472627735,0.9652066637848724,10.615720704331231,0,1,0,6.724854579904223
60,11.98177426190797,3.6663573338887394,1.4378129114289564,21,5,55.246460818969844,75.89318131959135,68.65116814624,6.611434862550979,2,0,1,0,0,0,0,1,0,0,0,1,0,0,3.4313400589047585,20.646720500621505,5.729632911253665,11.98177426190797,0.9358989717636964,13.58596191358562,0,0,1,3.491864419212477
